,,,,,,,,,,,,,,,,,,,,,,,,,
＜いずれかの機器でインターネットを使っている（Ｑ２で、1つ以上「１」を回答）方に＞,,,,,,,,,,,,,,,,,,,,,,,,,
〔回答票６〕Ｑ６　あなたは、インターネットを使っていて、このようなことがありますか。この中から、あてはまるものをすべてあげてください。（いくつでも）,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,,,,,,,,,,,,,,
,該当数,悪口等のメール・メッセージ送られた,悪口等のメール・メッセージ送った,掲示板で自分や他人の情報書き込んだ,親に話しにくいサイトを見た,ゲームなどでお金を使いすぎた,差別内容掲載サイトにアクセスする,知らない人や、お店からメール来た,迷惑メッセージ・メールを送られた,ネットで知り合った人とメール等した,ネットで知り合った同性と会った,ネットで知り合った異性と会った,ネットで知り合った人との関係悩んだ,ネットにのめりこんで勉強できない,その他困ったことがある,メール受信関連（計）,メール送信関連（計）,メール関連（計）,サイトアクセス関連（計）,ＳＮＳ等関連（計）,その他（計）,あてはまるものがある（計）,あてはまるものはない,わからない,回答計
ニュース,13    ,-,-,-,7.7    ,-,-,-,23.1    ,15.4    ,-,-,-,-,-,23.1    ,-,23.1    ,7.7    ,15.4    ,-,38.5    ,61.5    ,-,107.7    
情報検索,64    ,1.6    ,-,4.7    ,6.3    ,3.1    ,-,10.9    ,18.8    ,14.1    ,1.6    ,1.6    ,-,17.2    ,-,23.4    ,-,23.4    ,10.9    ,14.1    ,17.2    ,42.2    ,57.8    ,-,137.5    
地図・ナビゲーション,9    ,-,-,-,-,-,-,-,22.2    ,11.1    ,-,-,-,-,-,22.2    ,-,22.2    ,-,11.1    ,-,22.2    ,77.8    ,-,111.1    
音楽視聴,22    ,-,-,4.5    ,9.1    ,-,-,13.6    ,22.7    ,18.2    ,-,-,-,31.8    ,-,31.8    ,-,31.8    ,13.6    ,18.2    ,31.8    ,68.2    ,31.8    ,-,131.8    
動画視聴,47    ,2.1    ,-,2.1    ,4.3    ,2.1    ,-,10.6    ,14.9    ,12.8    ,2.1    ,2.1    ,-,25.5    ,-,19.1    ,-,19.1    ,8.5    ,12.8    ,25.5    ,48.9    ,48.9    ,2.1    ,129.8    
電子書籍,10    ,-,-,-,10.0    ,10.0    ,-,10.0    ,40.0    ,10.0    ,-,-,-,10.0    ,-,40.0    ,-,40.0    ,20.0    ,10.0    ,10.0    ,70.0    ,30.0    ,-,120.0    
ゲーム,19    ,-,-,-,-,-,-,5.3    ,5.3    ,5.3    ,-,-,-,15.8    ,-,5.3    ,-,5.3    ,-,5.3    ,15.8    ,21.1    ,78.9    ,-,110.5    
ショッピング・オークション,1    ,100.0    ,-,-,-,-,-,-,100.0    ,-,-,-,-,100.0    ,-,100.0    ,-,100.0    ,-,-,100.0    ,100.0    ,-,-,300.0    
その他,49    ,10.2    ,2.0    ,4.1    ,2.0    ,2.0    ,-,12.2    ,14.3    ,10.2    ,2.0    ,-,-,4.1    ,-,24.5    ,2.0    ,24.5    ,8.2    ,10.2    ,4.1    ,34.7    ,65.3    ,-,128.6    
わからない,4    ,50.0    ,-,-,-,-,-,25.0    ,25.0    ,25.0    ,-,-,-,25.0    ,-,50.0    ,-,50.0    ,-,25.0    ,25.0    ,50.0    ,50.0    ,-,200.0    
Ｑ３〔ネット利用項目（Ｄ３娯楽用タブレット／ＭＡ）〕,,,,,,,,,,,,,,,,,,,,,,,,,
コミニュケーション,1    ,100.0    ,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0    ,-,100.0    ,-,-,-,100.0    ,-,-,100.0    
ニュース,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
情報検索,3    ,33.3    ,-,-,-,-,-,-,33.3    ,-,-,-,-,-,-,33.3    ,-,33.3    ,-,-,-,33.3    ,66.7    ,-,133.3    
地図・ナビゲーション,1    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0    ,-,100.0    
音楽視聴,1    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0    ,-,100.0    
動画視聴,4    ,25.0    ,-,-,-,-,-,-,50.0    ,25.0    ,25.0    ,25.0    ,-,-,-,50.0    ,-,50.0    ,-,25.0    ,-,50.0    ,50.0    ,-,200.0    
電子書籍,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ゲーム,1    ,-,-,-,-,-,-,-,100.0    ,100.0    ,100.0    ,100.0    ,-,-,-,100.0    ,-,100.0    ,-,100.0    ,-,100.0    ,-,-,400.0    
ショッピング・オークション,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
その他,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
わからない,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｑ３〔ネット利用項目（Ｅ１携帯音楽プレイヤー／ＭＡ）〕,,,,,,,,,,,,,,,,,,,,,,,,,
コミニュケーション,104    ,5.8    ,1.9    ,2.9    ,2.9    ,5.8    ,1.0    ,24.0    ,25.0    ,19.2    ,5.8    ,1.0    ,1.0    ,25.0    ,1.9    ,34.6    ,1.9    ,34.6    ,9.6    ,21.2    ,26.9    ,53.8    ,45.2    ,1.0    ,169.2    
ニュース,38    ,2.6    ,2.6    ,5.3    ,5.3    ,2.6    ,2.6    ,34.2    ,31.6    ,26.3    ,2.6    ,-,2.6    ,28.9    ,-,39.5    ,2.6    ,39.5    ,13.2    ,26.3    ,28.9    ,57.9    ,42.1    ,-,189.5    
情報検索,94    ,4.3    ,3.2    ,4.3    ,3.2    ,4.3    ,1.1    ,21.3    ,22.3    ,17.0    ,3.2    ,1.1    ,1.1    ,22.3    ,2.1    ,28.7    ,3.2    ,28.7    ,10.6    ,17.0    ,24.5    ,47.9    ,51.1    ,1.1    ,162.8    
地図・ナビゲーション,32    ,6.3    ,3.1    ,6.3    ,6.3    ,6.3    ,3.1    ,28.1    ,28.1    ,21.9    ,6.3    ,3.1    ,-,21.9    ,-,34.4    ,3.1    ,34.4    ,18.8    ,21.9    ,21.9    ,56.3    ,43.8    ,-,184.4    
音楽視聴,281    ,5.7    ,2.1    ,4.3    ,3.6    ,3.6    ,1.4    ,20.6    ,27.8    ,18.1    ,4.6    ,1.1    ,1.4    ,18.5    ,1.8    ,35.2    ,2.1    ,35.2    ,10.0    ,18.5    ,20.3    ,49.5    ,49.1    ,1.4    ,165.1    
動画視聴,144    ,5.6    ,2.8    ,2.8    ,3.5    ,4.9    ,1.4    ,22.9    ,25.0    ,20.8    ,5.6    ,0.7    ,1.4    ,26.4    ,0.7    ,33.3    ,2.8    ,33.3    ,10.4    ,21.5    ,27.8    ,55.6    ,43.8    ,0.7    ,168.8    
電子書籍,20    ,5.0    ,5.0    ,5.0    ,5.0    ,5.0    ,-,25.0    ,25.0    ,35.0    ,5.0    ,-,5.0    ,30.0    ,-,30.0    ,5.0    ,30.0    ,10.0    ,35.0    ,30.0    ,45.0    ,55.0    ,-,205.0    
ゲーム,128    ,3.9    ,2.3    ,2.3    ,2.3    ,5.5    ,1.6    ,20.3    ,20.3    ,17.2    ,2.3    ,0.8    ,1.6    ,22.7    ,1.6    ,26.6    ,2.3    ,26.6    ,10.9    ,17.2    ,25.0    ,49.2    ,50.0    ,0.8    ,155.5    
ショッピング・オークション,10    ,10.0    ,10.0    ,10.0    ,10.0    ,10.0    ,-,40.0    ,30.0    ,40.0    ,-,-,-,40.0    ,10.0    ,40.0    ,10.0    ,40.0    ,20.0    ,40.0    ,50.0    ,70.0    ,30.0    ,-,240.0    
その他,7    ,28.6    ,28.6    ,14.3    ,-,14.3    ,-,57.1    ,42.9    ,42.9    ,-,14.3    ,14.3    ,28.6    ,-,57.1    ,28.6    ,57.1    ,14.3    ,42.9    ,28.6    ,57.1    ,42.9    ,-,328.6    
わからない,5    ,-,-,-,-,-,-,20.0    ,20.0    ,-,-,-,-,20.0    ,-,20.0    ,-,20.0    ,-,-,20.0    ,40.0    ,60.0    ,-,120.0    
Ｑ３〔ネット利用項目（Ｆ１携帯ゲーム／ＭＡ）〕,,,,,,,,,,,,,,,,,,,,,,,,,
コミニュケーション,89    ,10.1    ,2.2    ,2.2    ,2.2    ,1.1    ,-,19.1    ,11.2    ,23.6    ,1.1    ,-,1.1    ,15.7    ,-,31.5    ,2.2    ,31.5    ,4.5    ,24.7    ,15.7    ,50.6    ,48.3    ,1.1    ,139.3    
ニュース,13    ,7.7    ,-,-,7.7    ,-,-,23.1    ,23.1    ,15.4    ,-,-,7.7    ,23.1    ,-,38.5    ,-,38.5    ,7.7    ,15.4    ,23.1    ,53.8    ,38.5    ,7.7    ,153.8    
情報検索,87    ,6.9    ,-,2.3    ,3.4    ,-,-,16.1    ,11.5    ,16.1    ,4.6    ,1.1    ,1.1    ,16.1    ,-,24.1    ,-,24.1    ,4.6    ,17.2    ,16.1    ,40.2    ,58.6    ,1.1    ,139.1    
地図・ナビゲーション,6    ,33.3    ,-,-,-,-,-,33.3    ,50.0    ,16.7    ,-,-,-,16.7    ,-,50.0    ,-,50.0    ,-,16.7    ,16.7    ,50.0    ,50.0    ,-,200.0    
音楽視聴,91    ,8.8    ,3.3    ,3.3    ,4.4    ,2.2    ,-,17.6    ,14.3    ,29.7    ,4.4    ,-,2.2    ,23.1    ,-,28.6    ,3.3    ,28.6    ,7.7    ,30.8    ,23.1    ,53.8    ,46.2    ,-,159.3    
動画視聴,147    ,8.2    ,3.4    ,2.0    ,4.8    ,2.0    ,1.4    ,12.9    ,10.2    ,23.8    ,2.7    ,1.4    ,1.4    ,19.0    ,1.4    ,23.8    ,3.4    ,23.8    ,8.2    ,23.8    ,19.7    ,46.9    ,52.4    ,0.7    ,147.6    
電子書籍,7    ,-,-,-,-,-,-,14.3    ,14.3    ,28.6    ,-,-,-,14.3    ,-,14.3    ,-,14.3    ,-,28.6    ,14.3    ,42.9    ,57.1    ,-,128.6    
ゲーム,555    ,4.9    ,1.1    ,2.9    ,3.2    ,3.1    ,1.1    ,13.5    ,16.4    ,13.5    ,2.5    ,0.7    ,1.1    ,13.9    ,0.5    ,23.6    ,1.1    ,23.6    ,7.7    ,13.9    ,14.2    ,36.6    ,62.0    ,1.4    ,141.8    
ショッピング・オークション,19    ,5.3    ,-,5.3    ,-,-,-,31.6    ,15.8    ,26.3    ,-,-,-,5.3    ,-,36.8    ,-,36.8    ,5.3    ,26.3    ,5.3    ,42.1    ,57.9    ,-,147.4    
その他,12    ,16.7    ,-,8.3    ,16.7    ,-,-,16.7    ,16.7    ,33.3    ,8.3    ,8.3    ,8.3    ,16.7    ,8.3    ,33.3    ,-,33.3    ,16.7    ,33.3    ,25.0    ,50.0    ,50.0    ,-,208.3    
わからない,13    ,15.4    ,7.7    ,7.7    ,-,-,7.7    ,7.7    ,7.7    ,7.7    ,7.7    ,7.7    ,7.7    ,7.7    ,-,15.4    ,7.7    ,15.4    ,7.7    ,7.7    ,7.7    ,15.4    ,69.2    ,15.4    ,176.9    
Ｑ３〔ネット利用項目（Ｆ２据置型ゲーム／ＭＡ）〕,,,,,,,,,,,,,,,,,,,,,,,,,
コミニュケーション,21    ,23.8    ,4.8    ,9.5    ,9.5    ,4.8    ,-,14.3    ,19.0    ,28.6    ,-,-,-,9.5    ,-,42.9    ,4.8    ,42.9    ,14.3    ,28.6    ,9.5    ,61.9    ,38.1    ,-,161.9    
ニュース,3    ,-,-,-,-,-,-,-,33.3    ,-,-,-,-,-,-,33.3    ,-,33.3    ,-,-,-,33.3    ,66.7    ,-,100.0    
情報検索,18    ,5.6    ,-,-,5.6    ,-,5.6    ,5.6    ,22.2    ,27.8    ,5.6    ,-,-,-,-,22.2    ,-,22.2    ,11.1    ,27.8    ,-,44.4    ,55.6    ,-,133.3    
地図・ナビゲーション,1    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0    ,-,100.0    
音楽視聴,20    ,5.0    ,-,-,5.0    ,-,-,15.0    ,30.0    ,15.0    ,5.0    ,-,-,10.0    ,-,30.0    ,-,30.0    ,5.0    ,15.0    ,10.0    ,45.0    ,55.0    ,-,140.0    
動画視聴,46    ,4.3    ,-,2.2    ,8.7    ,-,2.2    ,17.4    ,34.8    ,26.1    ,2.2    ,-,-,13.0    ,-,41.3    ,-,41.3    ,10.9    ,26.1    ,13.0    ,63.0    ,37.0    ,-,147.8    
電子書籍,1    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0    ,-,100.0    
ゲーム,231    ,6.1    ,0.9    ,2.2    ,4.8    ,2.2    ,0.9    ,17.3    ,23.4    ,17.3    ,2.6    ,0.9    ,0.9    ,14.7    ,-,31.6    ,0.9    ,31.6    ,7.8    ,17.7    ,14.7    ,45.5    ,54.1    ,0.4    ,148.5    
ショッピング・オークション,13    ,-,-,-,-,-,-,7.7    ,38.5    ,7.7    ,-,-,-,-,-,38.5    ,-,38.5    ,-,7.7    ,-,38.5    ,61.5    ,-,115.4    
その他,4    ,25.0    ,-,-,-,-,-,25.0    ,50.0    ,25.0    ,25.0    ,25.0    ,-,50.0    ,-,50.0    ,-,50.0    ,-,25.0    ,50.0    ,50.0    ,50.0    ,-,275.0    
わからない,11    ,18.2    ,-,-,9.1    ,9.1    ,-,9.1    ,9.1    ,18.2    ,-,-,-,27.3    ,-,18.2    ,-,18.2    ,9.1    ,18.2    ,27.3    ,36.4    ,63.6    ,-,163.6    
Ｑ３〔ネット利用項目（Ｇ１ネットテレビ／ＭＡ）〕,,,,,,,,,,,,,,,,,,,,,,,,,
コミニュケーション,1    ,-,-,-,-,-,-,-,-,100.0    ,-,-,-,-,-,-,-,-,-,100.0    ,-,100.0    ,-,-,100.0    
ニュース,9    ,-,-,-,-,-,-,22.2    ,55.6    ,22.2    ,-,-,11.1    ,11.1    ,-,55.6    ,-,55.6    ,-,22.2    ,22.2    ,66.7    ,33.3    ,-,155.6    
情報検索,11    ,9.1    ,-,-,-,-,-,45.5    ,54.5    ,18.2    ,-,-,9.1    ,9.1    ,-,54.5    ,-,54.5    ,-,18.2    ,18.2    ,63.6    ,36.4    ,-,181.8    
地図・ナビゲーション,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
音楽視聴,10    ,10.0    ,-,-,-,10.0    ,20.0    ,10.0    ,50.0    ,30.0    ,10.0    ,-,-,10.0    ,-,50.0    ,-,50.0    ,20.0    ,30.0    ,10.0    ,60.0    ,40.0    ,-,190.0    
動画視聴,30    ,10.0    ,-,3.3    ,3.3    ,3.3    ,3.3    ,10.0    ,30.0    ,20.0    ,10.0    ,3.3    ,3.3    ,26.7    ,-,33.3    ,-,33.3    ,10.0    ,23.3    ,26.7    ,53.3    ,46.7    ,-,173.3    
電子書籍,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ゲーム,6    ,16.7    ,-,-,-,16.7    ,16.7    ,-,16.7    ,16.7    ,16.7    ,-,-,16.7    ,-,16.7    ,-,16.7    ,16.7    ,16.7    ,16.7    ,33.3    ,66.7    ,-,183.3    
ショッピング・オークション,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
その他,6    ,-,-,16.7    ,-,-,16.7    ,16.7    ,50.0    ,33.3    ,16.7    ,16.7    ,-,-,-,50.0    ,-,50.0    ,33.3    ,33.3    ,-,66.7    ,33.3    ,-,200.0    
わからない,5    ,-,-,20.0    ,-,-,-,20.0    ,40.0    ,20.0    ,20.0    ,-,-,-,-,40.0    ,-,40.0    ,20.0    ,20.0    ,-,40.0    ,60.0    ,-,180.0    
Ｑ４〔ネット利用時間（Ａ１～Ｇ１の合計時間〕,,,,,,,,,,,,,,,,,,,,,,,,,
使っていない,69    ,-,-,-,-,1.4    ,-,2.9    ,2.9    ,-,-,-,-,2.9    ,1.4    ,2.9    ,-,2.9    ,1.4    ,-,4.3    ,8.7    ,88.4    ,2.9    ,102.9    
３０分未満,184    ,1.1    ,-,-,-,-,-,6.0    ,8.7    ,2.2    ,0.5    ,0.5    ,0.5    ,2.2    ,0.5    ,11.4    ,-,11.4    ,-,2.7    ,3.3    ,15.2    ,84.2    ,0.5    ,107.1    
３０分以上１時間未満,324    ,1.9    ,-,0.9    ,1.9    ,0.9    ,-,10.8    ,13.3    ,1.9    ,0.6    ,0.3    ,0.6    ,5.2    ,1.5    ,19.4    ,-,19.4    ,3.7    ,2.2    ,7.1    ,26.2    ,72.5    ,1.2    ,113.6    
１時間以上２時間未満,647    ,3.1    ,0.9    ,2.3    ,1.2    ,0.9    ,0.2    ,11.7    ,15.6    ,6.6    ,1.1    ,0.3    ,0.3    ,9.4    ,1.9    ,22.7    ,0.9    ,22.9    ,4.5    ,7.3    ,11.3    ,33.7    ,65.1    ,1.2    ,121.9    
２時間以上３時間未満,486    ,2.5    ,1.0    ,3.3    ,2.1    ,2.1    ,0.6    ,20.2    ,25.5    ,9.9    ,2.3    ,0.8    ,-,14.8    ,2.1    ,32.7    ,1.0    ,33.1    ,6.4    ,10.9    ,16.7    ,46.9    ,52.9    ,0.2    ,140.1    
３時間以上４時間未満,343    ,5.0    ,1.7    ,3.8    ,2.3    ,3.5    ,0.3    ,22.7    ,27.1    ,19.2    ,3.5    ,1.5    ,0.9    ,19.5    ,0.9    ,37.6    ,1.7    ,37.6    ,7.6    ,19.8    ,20.1    ,51.6    ,47.8    ,0.6    ,160.3    
４時間以上５時間未満,171    ,5.3    ,2.3    ,7.0    ,2.3    ,2.3    ,2.9    ,28.1    ,43.3    ,23.4    ,5.3    ,1.2    ,2.9    ,21.1    ,1.2    ,53.2    ,2.3    ,53.2    ,11.7    ,24.6    ,22.8    ,63.7    ,36.3    ,-,184.8    
５時間以上６時間未満,129    ,6.2    ,0.8    ,7.8    ,3.9    ,2.3    ,-,20.9    ,41.9    ,14.7    ,6.2    ,3.1    ,-,16.3    ,1.6    ,45.0    ,0.8    ,45.0    ,12.4    ,16.3    ,17.8    ,57.4    ,41.9    ,0.8    ,168.2    
６時間以上９時間未満,124    ,6.5    ,-,9.7    ,2.4    ,3.2    ,0.8    ,28.2    ,38.7    ,27.4    ,8.1    ,4.8    ,0.8    ,19.4    ,-,43.5    ,-,43.5    ,14.5    ,28.2    ,19.4    ,61.3    ,38.7    ,-,188.7    
９時間以上１２時間未満,24    ,33.3    ,8.3    ,12.5    ,25.0    ,-,4.2    ,54.2    ,66.7    ,58.3    ,12.5    ,12.5    ,20.8    ,50.0    ,-,70.8    ,8.3    ,70.8    ,29.2    ,58.3    ,50.0    ,87.5    ,12.5    ,-,370.8    
１２時間以上１５時間未満,17    ,17.6    ,5.9    ,11.8    ,11.8    ,17.6    ,17.6    ,29.4    ,52.9    ,35.3    ,11.8    ,5.9    ,5.9    ,23.5    ,5.9    ,58.8    ,5.9    ,58.8    ,35.3    ,35.3    ,23.5    ,70.6    ,29.4    ,-,282.4    
１５時間以上１８時間未満,4    ,50.0    ,-,25.0    ,-,25.0    ,25.0    ,-,25.0    ,50.0    ,25.0    ,-,-,-,-,50.0    ,-,50.0    ,50.0    ,50.0    ,-,50.0    ,50.0    ,-,275.0    
１８時間以上２１時間未満,4    ,25.0    ,25.0    ,-,25.0    ,25.0    ,-,-,25.0    ,-,-,-,-,25.0    ,-,25.0    ,25.0    ,25.0    ,25.0    ,-,25.0    ,25.0    ,75.0    ,-,225.0    
２１時間以上２４時間未満,3    ,-,-,-,-,-,-,66.7    ,33.3    ,33.3    ,-,-,-,33.3    ,-,66.7    ,-,66.7    ,-,33.3    ,33.3    ,66.7    ,33.3    ,-,200.0    
２４時間以上,1    ,-,100.0    ,100.0    ,-,-,-,100.0    ,100.0    ,100.0    ,100.0    ,100.0    ,-,100.0    ,-,100.0    ,100.0    ,100.0    ,100.0    ,100.0    ,100.0    ,100.0    ,-,-,800.0    
わからない,85    ,3.5    ,1.2    ,-,1.2    ,2.4    ,-,4.7    ,8.2    ,5.9    ,1.2    ,-,2.4    ,5.9    ,2.4    ,12.9    ,1.2    ,12.9    ,3.5    ,5.9    ,8.2    ,21.2    ,70.6    ,8.2    ,117.6    
２時間以上（計）,1306    ,5.2    ,1.6    ,5.4    ,3.0    ,2.9    ,1.1    ,23.5    ,32.3    ,17.7    ,4.4    ,2.0    ,1.1    ,18.3    ,1.4    ,40.1    ,1.6    ,40.3    ,9.8    ,18.6    ,19.5    ,53.8    ,45.9    ,0.3    ,166.1    
５時間以上（計）,306    ,9.8    ,2.0    ,9.5    ,5.6    ,3.9    ,2.0    ,27.1    ,42.8    ,25.2    ,8.2    ,4.9    ,2.3    ,20.9    ,1.0    ,47.4    ,2.0    ,47.4    ,16.7    ,26.1    ,21.6    ,61.8    ,37.9    ,0.3    ,203.3    
６時間以上（計）,177    ,12.4    ,2.8    ,10.7    ,6.8    ,5.1    ,3.4    ,31.6    ,43.5    ,32.8    ,9.6    ,6.2    ,4.0    ,24.3    ,0.6    ,49.2    ,2.8    ,49.2    ,19.8    ,33.3    ,24.3    ,65.0    ,35.0    ,-,228.8    
１２時間以上（計）,29    ,20.7    ,10.3    ,13.8    ,10.3    ,17.2    ,13.8    ,27.6    ,44.8    ,34.5    ,13.8    ,6.9    ,3.4    ,24.1    ,3.4    ,55.2    ,10.3    ,55.2    ,34.5    ,34.5    ,24.1    ,62.1    ,37.9    ,-,282.8    
１８時間以上（計）,8    ,12.5    ,25.0    ,12.5    ,12.5    ,12.5    ,-,37.5    ,37.5    ,25.0    ,12.5    ,12.5    ,-,37.5    ,-,50.0    ,25.0    ,50.0    ,25.0    ,25.0    ,37.5    ,50.0    ,50.0    ,-,287.5    
Ｑ４〔ネット利用時間（Ａ１スマホ）〕,,,,,,,,,,,,,,,,,,,,,,,,,
使っていない,12    ,8.3    ,-,-,-,-,-,-,8.3    ,-,-,-,-,33.3    ,-,16.7    ,-,16.7    ,-,-,33.3    ,41.7    ,58.3    ,-,108.3    
３０分未満,78    ,3.8    ,1.3    ,1.3    ,2.6    ,-,-,16.7    ,20.5    ,3.8    ,-,-,1.3    ,3.8    ,-,25.6    ,1.3    ,25.6    ,3.8    ,3.8    ,5.1    ,30.8    ,69.2    ,-,124.4    
３０分以上１時間未満,164    ,1.8    ,-,3.0    ,3.0    ,1.8    ,0.6    ,17.1    ,23.8    ,7.9    ,1.8    ,1.2    ,2.4    ,11.0    ,2.4    ,31.7    ,-,31.7    ,7.3    ,8.5    ,14.0    ,43.9    ,54.3    ,1.8    ,134.1    
１時間以上２時間未満,364    ,4.9    ,1.1    ,3.8    ,1.6    ,2.2    ,0.3    ,20.3    ,29.9    ,8.5    ,1.4    ,0.5    ,0.3    ,12.6    ,1.6    ,38.7    ,1.1    ,38.7    ,7.1    ,9.3    ,14.3    ,48.9    ,50.5    ,0.5    ,140.4    
２時間以上３時間未満,327    ,2.1    ,1.5    ,5.5    ,2.1    ,0.9    ,0.3    ,26.6    ,37.0    ,15.9    ,2.4    ,0.6    ,0.6    ,15.3    ,1.5    ,43.7    ,1.5    ,44.3    ,7.3    ,16.5    ,17.1    ,55.4    ,44.3    ,0.3    ,157.2    
３時間以上４時間未満,244    ,7.8    ,1.6    ,7.8    ,3.3    ,3.7    ,1.6    ,25.4    ,40.2    ,20.5    ,5.3    ,1.6    ,1.2    ,19.3    ,2.0    ,49.6    ,1.6    ,49.6    ,11.9    ,21.3    ,20.5    ,61.5    ,38.1    ,0.4    ,179.9    
４時間以上５時間未満,99    ,2.0    ,-,3.0    ,1.0    ,1.0    ,3.0    ,33.3    ,58.6    ,22.2    ,7.1    ,2.0    ,1.0    ,19.2    ,-,62.6    ,-,62.6    ,7.1    ,22.2    ,19.2    ,68.7    ,31.3    ,-,184.8    
５時間以上,156    ,10.9    ,3.2    ,11.5    ,3.8    ,5.8    ,1.9    ,30.8    ,41.0    ,24.4    ,9.6    ,6.4    ,2.6    ,21.2    ,0.6    ,46.8    ,3.2    ,46.8    ,18.6    ,25.6    ,21.8    ,60.3    ,39.1    ,0.6    ,213.5    
わからない,31    ,6.5    ,3.2    ,-,6.5    ,3.2    ,-,16.1    ,22.6    ,12.9    ,6.5    ,-,3.2    ,22.6    ,-,35.5    ,3.2    ,35.5    ,9.7    ,12.9    ,22.6    ,48.4    ,45.2    ,6.5    ,154.8    
２時間以上（計）,826    ,5.4    ,1.7    ,7.0    ,2.7    ,2.7    ,1.3    ,27.8    ,41.3    ,19.6    ,5.2    ,2.2    ,1.2    ,18.0    ,1.3    ,48.3    ,1.7    ,48.5    ,10.8    ,20.3    ,19.2    ,59.7    ,40.0    ,0.4    ,177.8    
Ｑ４〔ネット利用時間（Ａ２格安スマホ）〕,,,,,,,,,,,,,,,,,,,,,,,,,
使っていない,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
３０分未満,2    ,-,-,-,-,-,-,50.0    ,50.0    ,-,-,-,-,-,-,50.0    ,-,50.0    ,-,-,-,50.0    ,50.0    ,-,150.0    
３０分以上１時間未満,2    ,-,-,-,-,-,-,-,-,-,-,-,-,50.0    ,-,-,-,-,-,-,50.0    ,50.0    ,50.0    ,-,100.0    
１時間以上２時間未満,3    ,-,-,-,-,-,-,33.3    ,33.3    ,-,-,-,-,-,-,33.3    ,-,33.3    ,-,-,-,33.3    ,66.7    ,-,133.3    
２時間以上３時間未満,5    ,-,-,-,-,-,-,20.0    ,20.0    ,-,-,-,-,40.0    ,-,20.0    ,-,20.0    ,-,-,40.0    ,60.0    ,40.0    ,-,120.0    
３時間以上４時間未満,1    ,-,-,-,-,-,-,100.0    ,100.0    ,-,-,-,-,-,-,100.0    ,-,100.0    ,-,-,-,100.0    ,-,-,200.0    
４時間以上５時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
５時間以上,3    ,33.3    ,-,-,-,-,-,66.7    ,100.0    ,33.3    ,-,-,33.3    ,33.3    ,-,100.0    ,-,100.0    ,-,33.3    ,33.3    ,100.0    ,-,-,300.0    
わからない,3    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0    ,-,100.0    
２時間以上（計）,9    ,11.1    ,-,-,-,-,-,44.4    ,55.6    ,11.1    ,-,-,11.1    ,33.3    ,-,55.6    ,-,55.6    ,-,11.1    ,33.3    ,77.8    ,22.2    ,-,188.9    
Ｑ４〔ネット利用時間（Ａ３子供スマホ）〕,,,,,,,,,,,,,,,,,,,,,,,,,
使っていない,3    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0    ,-,100.0    
３０分未満,6    ,-,-,-,-,-,-,-,16.7    ,-,-,-,-,16.7    ,-,16.7    ,-,16.7    ,-,-,16.7    ,33.3    ,66.7    ,-,100.0    
３０分以上１時間未満,1    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0    ,-,100.0    
１時間以上２時間未満,9    ,-,-,-,11.1    ,-,-,-,22.2    ,11.1    ,-,-,-,11.1    ,-,22.2    ,-,22.2    ,11.1    ,11.1    ,11.1    ,22.2    ,77.8    ,-,133.3    
２時間以上３時間未満,2    ,-,-,-,-,-,-,50.0    ,50.0    ,-,-,-,-,50.0    ,50.0    ,50.0    ,-,50.0    ,-,-,100.0    ,100.0    ,-,-,200.0    
３時間以上４時間未満,2    ,-,-,-,-,50.0    ,-,-,-,-,-,-,-,-,-,-,-,-,50.0    ,-,-,50.0    ,50.0    ,-,100.0    
