,,,,,,,,,,,,,,
＜いずれかの機器でインターネットを使っている（Ｑ２で、1つ以上「１」を回答）方に＞,,,,,,,,,,,,,,
〔回答票７〕Ｑ７　あなたの家では、インターネットの使い方について何かルールがありますか。この中から、あてはまるものをすべてあげてください。（いくつでも）,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,,,
,該当数,利用する時間を決めている,利用する場所を決めている,メール・メッセージを送る相手の制限,利用サイト・アプリ内容を決めている,送信・投稿内容を決めている,利用者情報を漏れないようにしている,料金上限や課金方法を決めている,困ったときはすぐに保護者に連絡する,その他,ルールを決めている（計）,特にルールを決めていない,わからない,回答計
山口県,31    ,16.1    ,19.4    ,3.2    ,12.9    ,3.2    ,12.9    ,6.5    ,22.6    ,-,45.2    ,54.8    ,-,151.6    
徳島県,18    ,11.1    ,27.8    ,16.7    ,22.2    ,-,22.2    ,27.8    ,16.7    ,-,72.2    ,27.8    ,-,172.2    
香川県,27    ,11.1    ,18.5    ,-,3.7    ,14.8    ,18.5    ,7.4    ,14.8    ,-,44.4    ,48.1    ,7.4    ,144.4    
愛媛県,21    ,23.8    ,9.5    ,4.8    ,4.8    ,19.0    ,14.3    ,33.3    ,23.8    ,4.8    ,52.4    ,47.6    ,-,185.7    
高知県,9    ,-,-,11.1    ,11.1    ,-,-,55.6    ,22.2    ,-,55.6    ,44.4    ,-,144.4    
福岡県,104    ,27.9    ,15.4    ,4.8    ,13.5    ,11.5    ,17.3    ,26.0    ,26.0    ,-,64.4    ,35.6    ,-,177.9    
佐賀県,15    ,40.0    ,33.3    ,6.7    ,6.7    ,13.3    ,20.0    ,20.0    ,26.7    ,-,80.0    ,20.0    ,-,186.7    
長崎県,25    ,32.0    ,40.0    ,12.0    ,8.0    ,12.0    ,20.0    ,16.0    ,28.0    ,-,68.0    ,28.0    ,4.0    ,200.0    
熊本県,34    ,26.5    ,14.7    ,-,17.6    ,8.8    ,8.8    ,23.5    ,23.5    ,2.9    ,67.6    ,32.4    ,-,158.8    
大分県,15    ,40.0    ,6.7    ,6.7    ,6.7    ,6.7    ,-,13.3    ,-,-,46.7    ,46.7    ,6.7    ,133.3    
宮崎県,28    ,32.1    ,28.6    ,7.1    ,17.9    ,14.3    ,10.7    ,14.3    ,10.7    ,3.6    ,53.6    ,46.4    ,-,185.7    
鹿児島県,22    ,40.9    ,31.8    ,-,9.1    ,4.5    ,4.5    ,9.1    ,9.1    ,-,59.1    ,40.9    ,-,150.0    
沖縄県,34    ,17.6    ,8.8    ,5.9    ,2.9    ,11.8    ,5.9    ,14.7    ,26.5    ,8.8    ,44.1    ,55.9    ,-,158.8    
Ｑ１〔機器の利用状況〕,,,,,,,,,,,,,,
スマートフォン,1493    ,18.5    ,11.8    ,7.1    ,12.6    ,14.9    ,21.0    ,26.0    ,26.8    ,1.3    ,58.6    ,40.8    ,0.6    ,181.3    
格安スマートフォン,20    ,40.0    ,15.0    ,15.0    ,15.0    ,5.0    ,20.0    ,25.0    ,20.0    ,5.0    ,70.0    ,30.0    ,-,190.0    
機能限定・子供向けスマートフォン,46    ,45.7    ,26.1    ,10.9    ,17.4    ,10.9    ,19.6    ,19.6    ,23.9    ,4.3    ,78.3    ,17.4    ,4.3    ,200.0    
契約切れスマートフォン,97    ,28.9    ,25.8    ,5.2    ,18.6    ,5.2    ,18.6    ,22.7    ,22.7    ,-,60.8    ,37.1    ,2.1    ,186.6    
携帯電話,294    ,29.6    ,25.2    ,10.9    ,12.9    ,10.9    ,15.3    ,19.4    ,28.6    ,2.4    ,67.3    ,32.7    ,-,187.8    
機能限定電話・子ども向け携帯電話,179    ,38.0    ,32.4    ,10.1    ,15.1    ,6.7    ,15.6    ,12.8    ,25.1    ,3.9    ,74.9    ,24.0    ,1.1    ,184.9    
